jahr,kw,"substr(blv_name,1,3)",player_count
2021,16,THÜ,143
2021,16,SAH,139
2021,16,SAA,103
2021,16,MVP,98
2021,16,RHL,48
2021,16,HAM,47
2021,16,BRE,24
2021,17,NRW,1052
2021,17,NIS,661
2021,17,BAW,584
2021,17,HES,530
2021,17,BAY,486
2021,17,SAC,418
2021,17,SLH,248
2021,17,RHP,192
2021,17,BBB,189
2021,17,THÜ,143
2021,17,SAH,139
2021,17,SAA,103
2021,17,MVP,98
2021,17,RHL,48
2021,17,HAM,47
2021,17,BRE,24
2021,18,NRW,1050
2021,18,NIS,661
2021,18,BAW,584
2021,18,HES,529
2021,18,BAY,486
2021,18,SAC,418
2021,18,SLH,248
2021,18,RHP,192
2021,18,BBB,189
2021,18,THÜ,143
2021,18,SAH,139
2021,18,SAA,103
2021,18,MVP,98
2021,18,RHL,48
2021,18,HAM,47
2021,18,BRE,24
2021,19,NRW,1050
2021,19,NIS,661
2021,19,BAW,584
2021,19,HES,529
2021,19,BAY,486
2021,19,SAC,418
2021,19,SLH,248
2021,19,RHP,192
2021,19,BBB,189
2021,19,THÜ,143
2021,19,SAH,139
2021,19,SAA,103
2021,19,MVP,98
2021,19,RHL,48
2021,19,HAM,47
2021,19,BRE,24
2021,20,NRW,1050
2021,20,NIS,661
2021,20,BAW,584
2021,20,HES,529
2021,20,BAY,486
2021,20,SAC,418
2021,20,SLH,248
2021,20,RHP,192
2021,20,BBB,189
2021,20,THÜ,143
2021,20,SAH,139
2021,20,SAA,103
2021,20,MVP,98
2021,20,RHL,48
2021,20,HAM,47
2021,20,BRE,24
2021,21,NRW,1050
2021,21,NIS,661
2021,21,BAW,584
2021,21,HES,529
2021,21,BAY,486
2021,21,SAC,418
2021,21,SLH,248
2021,21,RHP,192
2021,21,BBB,189
2021,21,THÜ,143
2021,21,SAH,139
2021,21,SAA,103
2021,21,MVP,98
2021,21,RHL,48
2021,21,HAM,47
2021,21,BRE,24
2021,22,NRW,1050
2021,22,NIS,661
2021,22,BAW,584
2021,22,HES,529
2021,22,BAY,486
2021,22,SAC,418
2021,22,SLH,248
2021,22,RHP,192
2021,22,BBB,189
2021,22,THÜ,143
2021,22,SAH,139
2021,22,SAA,103
2021,22,MVP,98
2021,22,RHL,48
2021,22,HAM,47
2021,22,BRE,24
2021,23,NRW,1050
2021,23,NIS,661
2021,23,BAW,584
2021,23,HES,529
2021,23,BAY,486
2021,23,SAC,418
2021,23,SLH,248
2021,23,RHP,192
2021,23,BBB,189
2021,23,THÜ,143
2021,23,SAH,139
2021,23,SAA,103
2021,23,MVP,98
2021,23,RHL,48
2021,23,HAM,47
2021,23,BRE,24
2021,24,NRW,1050
2021,24,NIS,660
2021,24,BAW,584
2021,24,HES,529
2021,24,BAY,486
2021,24,SAC,418
2021,24,SLH,248
2021,24,RHP,192
2021,24,BBB,188
2021,24,THÜ,143
2021,24,SAH,139
2021,24,SAA,103
2021,24,MVP,98
2021,24,RHL,48
2021,24,HAM,47
2021,24,BRE,24
2021,25,NRW,1051
2021,25,NIS,662
2021,25,BAW,584
2021,25,HES,531
2021,25,BAY,486
2021,25,SAC,418
2021,25,SLH,248
2021,25,RHP,192
2021,25,BBB,190
2021,25,THÜ,143
2021,25,SAH,139
2021,25,SAA,103
2021,25,MVP,98
2021,25,RHL,48
2021,25,HAM,47
2021,25,BRE,24
2021,26,NRW,1050
2021,26,NIS,660
2021,26,BAW,584
2021,26,HES,529
2021,26,BAY,486
2021,26,SAC,420
2021,26,SLH,248
2021,26,RHP,192
2021,26,BBB,188
2021,26,THÜ,143
2021,26,SAH,139
2021,26,SAA,103
2021,26,MVP,98
2021,26,RHL,48
2021,26,HAM,47
2021,26,BRE,24
2021,27,NRW,1051
2021,27,NIS,660
2021,27,BAW,585
2021,27,HES,528
2021,27,BAY,490
2021,27,SAC,422
2021,27,SLH,247
2021,27,RHP,192
2021,27,BBB,188
2021,27,THÜ,146
2021,27,SAH,139
2021,27,SAA,103
2021,27,MVP,98
2021,27,RHL,48
2021,27,HAM,46
2021,27,BRE,24
2021,28,NRW,1051
2021,28,NIS,660
2021,28,BAW,585
2021,28,HES,528
2021,28,BAY,514
2021,28,SAC,422
2021,28,SLH,247
2021,28,RHP,192
2021,28,BBB,188
2021,28,THÜ,148
2021,28,SAH,139
2021,28,SAA,103
2021,28,MVP,97
2021,28,RHL,48
2021,28,HAM,47
2021,28,BRE,24
2021,29,NRW,1051
2021,29,NIS,660
2021,29,BAW,585
2021,29,HES,528
2021,29,BAY,512
2021,29,SAC,429
2021,29,SLH,247
2021,29,RHP,192
2021,29,BBB,188
2021,29,THÜ,150
2021,29,SAH,139
2021,29,SAA,103
2021,29,MVP,97
2021,29,RHL,48
2021,29,HAM,47
2021,29,BRE,24
2021,30,NRW,1051
2021,30,NIS,660
2021,30,BAW,585
2021,30,HES,528
2021,30,BAY,512
2021,30,SAC,429
2021,30,SLH,247
2021,30,RHP,192
2021,30,BBB,188
2021,30,THÜ,149
2021,30,SAH,139
2021,30,SAA,103
2021,30,MVP,97
2021,30,RHL,48
2021,30,HAM,47
2021,30,BRE,24
2021,31,NRW,1051
2021,31,NIS,638
2021,31,BAW,585
2021,31,HES,527
2021,31,BAY,512
2021,31,SAC,429
2021,31,SLH,247
2021,31,RHP,192
2021,31,BBB,188
2021,31,THÜ,149
2021,31,SAH,139
2021,31,SAA,103
2021,31,MVP,97
2021,31,RHL,48
2021,31,HAM,47
2021,31,BRE,24
2021,32,NRW,1051
2021,32,NIS,639
2021,32,BAW,585
2021,32,HES,527
2021,32,BAY,512
2021,32,SAC,429
2021,32,SLH,247
2021,32,RHP,192
2021,32,BBB,187
2021,32,THÜ,149
2021,32,SAH,139
2021,32,SAA,103
2021,32,MVP,97
2021,32,RHL,48
2021,32,HAM,48
2021,32,BRE,24
2021,33,NRW,1051
2021,33,NIS,639
2021,33,BAW,585
2021,33,HES,527
2021,33,BAY,512
2021,33,SAC,427
2021,33,SLH,247
2021,33,RHP,192
2021,33,BBB,187
2021,33,THÜ,149
2021,33,SAH,139
2021,33,SAA,103
2021,33,MVP,97
2021,33,RHL,48
2021,33,HAM,48
2021,33,BRE,24
2021,34,NRW,1052
2021,34,NIS,639
2021,34,BAW,584
2021,34,HES,527
2021,34,BAY,512
2021,34,SAC,421
2021,34,SLH,247
2021,34,RHP,192
2021,34,BBB,187
2021,34,THÜ,155
2021,34,SAH,139
2021,34,SAA,103
2021,34,MVP,97
2021,34,HAM,49
2021,34,RHL,48
2021,34,BRE,25
2021,35,NRW,1055
2021,35,NIS,660
2021,35,BAW,581
2021,35,HES,531
2021,35,BAY,515
2021,35,SAC,423
2021,35,SLH,254
2021,35,RHP,192
2021,35,BBB,188
2021,35,HAM,159
2021,35,THÜ,156
2021,35,SAH,139
2021,35,SAA,107
2021,35,MVP,97
2021,35,RHL,48
2021,35,BRE,25
2021,36,NRW,1085
2021,36,NIS,660
2021,36,BAW,581
2021,36,HES,546
2021,36,BAY,515
2021,36,SAC,423
2021,36,SLH,255
2021,36,BBB,232
2021,36,RHP,192
2021,36,HAM,159
2021,36,THÜ,156
2021,36,SAH,139
2021,36,SAA,107
2021,36,MVP,97
2021,36,RHL,54
2021,36,BRE,25
2021,37,NRW,1085
2021,37,NIS,665
2021,37,BAW,584
2021,37,HES,571
2021,37,BAY,515
2021,37,SAC,423
2021,37,SLH,271
2021,37,BBB,251
2021,37,RHP,222
2021,37,HAM,159
2021,37,THÜ,156
2021,37,SAH,140
2021,37,SAA,107
2021,37,MVP,97
2021,37,RHL,70
2021,37,BRE,25
2021,38,NRW,1182
2021,38,NIS,675
2021,38,BAW,584
2021,38,HES,571
2021,38,BAY,515
2021,38,SAC,434
2021,38,BBB,280
2021,38,SLH,275
2021,38,RHP,223
2021,38,HAM,159
2021,38,THÜ,156
2021,38,SAH,140
2021,38,SAA,111
2021,38,MVP,101
2021,38,RHL,74
2021,38,BRE,25
2021,39,NRW,1183
2021,39,NIS,675
2021,39,BAW,584
2021,39,HES,571
2021,39,BAY,515
2021,39,SAC,435
2021,39,BBB,295
2021,39,SLH,279
2021,39,RHP,223
2021,39,HAM,174
2021,39,THÜ,156
2021,39,SAH,140
2021,39,SAA,111
2021,39,MVP,101
2021,39,RHL,74
2021,39,BRE,25
2021,40,NRW,1191
2021,40,NIS,678
2021,40,BAW,584
2021,40,HES,573
2021,40,BAY,541
2021,40,SAC,443
2021,40,BBB,297
2021,40,SLH,279
2021,40,RHP,223
2021,40,HAM,174
2021,40,THÜ,158
2021,40,SAH,140
2021,40,SAA,120
2021,40,MVP,106
2021,40,RHL,74
2021,40,BRE,25
2021,41,NRW,1191
2021,41,NIS,678
2021,41,BAW,648
2021,41,HES,591
2021,41,BAY,541
2021,41,SAC,457
2021,41,BBB,297
2021,41,SLH,279
2021,41,RHP,223
2021,41,HAM,174
2021,41,THÜ,162
2021,41,SAH,143
2021,41,SAA,122
2021,41,MVP,106
2021,41,RHL,74
2021,41,BRE,25
2021,42,NRW,1191
2021,42,BAW,709
2021,42,NIS,678
2021,42,HES,591
2021,42,BAY,541
2021,42,SAC,473
2021,42,BBB,297
2021,42,SLH,279
2021,42,RHP,224
2021,42,HAM,175
2021,42,THÜ,162
2021,42,SAH,143
2021,42,SAA,122
2021,42,MVP,106
2021,42,RHL,74
2021,42,BRE,25
2021,43,NRW,1191
2021,43,BAW,709
2021,43,NIS,678
2021,43,HES,591
2021,43,BAY,548
2021,43,SAC,473
2021,43,BBB,297
2021,43,SLH,279
2021,43,RHP,226
2021,43,THÜ,179
2021,43,HAM,175
2021,43,SAH,143
2021,43,SAA,122
2021,43,MVP,109
2021,43,RHL,74
2021,43,BRE,25
2021,44,NRW,1192
2021,44,BAW,709
2021,44,NIS,678
2021,44,HES,591
2021,44,BAY,548
2021,44,SAC,497
2021,44,BBB,304
2021,44,SLH,279
2021,44,RHP,226
2021,44,THÜ,179
2021,44,HAM,175
2021,44,SAH,143
2021,44,SAA,122
2021,44,MVP,109
2021,44,RHL,74
2021,44,BRE,25
2021,45,NRW,1192
2021,45,BAW,711
2021,45,NIS,686
2021,45,HES,591
2021,45,BAY,548
2021,45,SAC,497
2021,45,BBB,308
2021,45,SLH,279
2021,45,RHP,226
2021,45,THÜ,179
2021,45,HAM,175
2021,45,SAH,143
2021,45,SAA,122
2021,45,MVP,108
2021,45,RHL,74
2021,45,BRE,26
2021,46,NRW,1191
2021,46,BAW,722
2021,46,NIS,694
2021,46,HES,592
2021,46,BAY,589
2021,46,SAC,502
2021,46,BBB,321
2021,46,SLH,289
2021,46,RHP,226
2021,46,THÜ,193
2021,46,HAM,175
2021,46,SAH,161
2021,46,SAA,122
2021,46,MVP,111
2021,46,RHL,74
2021,46,BRE,26
2021,47,NRW,1191
2021,47,BAW,722
2021,47,NIS,694
2021,47,HES,592
2021,47,BAY,590
2021,47,SAC,502
2021,47,BBB,328
2021,47,SLH,303
2021,47,RHP,226
2021,47,THÜ,200
2021,47,HAM,175
2021,47,SAH,162
2021,47,SAA,122
2021,47,MVP,111
2021,47,RHL,74
2021,47,BRE,26
2021,48,NRW,1191
2021,48,BAW,722
2021,48,NIS,694
2021,48,HES,626
2021,48,BAY,597
2021,48,SAC,502
2021,48,BBB,342
2021,48,SLH,303
2021,48,RHP,226
2021,48,THÜ,203
2021,48,HAM,175
2021,48,SAH,162
2021,48,SAA,122
2021,48,MVP,111
2021,48,RHL,74
2021,48,BRE,26
2021,49,NRW,1191
2021,49,BAW,722
2021,49,NIS,694
2021,49,HES,626
2021,49,BAY,597
2021,49,SAC,502
2021,49,BBB,342
2021,49,SLH,303
2021,49,RHP,226
2021,49,THÜ,203
2021,49,HAM,175
2021,49,SAH,162
2021,49,SAA,122
2021,49,MVP,111
2021,49,RHL,74
2021,49,BRE,26
2021,50,NRW,1191
2021,50,BAW,722
2021,50,NIS,694
2021,50,HES,626
2021,50,BAY,597
2021,50,SAC,502
2021,50,BBB,342
2021,50,SLH,303
2021,50,RHP,226
2021,50,THÜ,203
2021,50,HAM,175
2021,50,SAH,162
2021,50,SAA,122
2021,50,MVP,111
2021,50,RHL,74
2021,50,BRE,26
2021,51,NRW,1191
2021,51,BAW,722
2021,51,NIS,700
2021,51,HES,626
2021,51,BAY,596
2021,51,SAC,502
2021,51,BBB,342
2021,51,SLH,302
2021,51,RHP,226
2021,51,THÜ,203
2021,51,HAM,176
2021,51,SAH,162
2021,51,SAA,122
2021,51,MVP,111
2021,51,RHL,74
2021,51,BRE,26
2021,52,NRW,1191
2021,52,BAW,721
2021,52,NIS,700
2021,52,HES,626
2021,52,BAY,597
2021,52,SAC,502
2021,52,BBB,342
2021,52,SLH,302
2021,52,RHP,227
2021,52,THÜ,203
2021,52,HAM,176
2021,52,SAH,162
2021,52,SAA,122
2021,52,MVP,111
2021,52,RHL,74
2021,52,BRE,26
2022,1,NRW,1027
2022,1,BAW,663
2022,1,NIS,628
2022,1,HES,568
2022,1,BAY,547
2022,1,SAC,472
2022,1,BBB,323
2022,1,SLH,270
2022,1,RHP,209
2022,1,THÜ,182
2022,1,HAM,163
2022,1,SAH,149
2022,1,SAA,111
2022,1,MVP,100
2022,1,RHL,67
2022,1,BRE,21
2022,2,NRW,1027
2022,2,BAW,663
2022,2,NIS,628
2022,2,HES,568
2022,2,BAY,547
2022,2,SAC,472
2022,2,BBB,323
2022,2,SLH,270
2022,2,RHP,209
2022,2,THÜ,186
2022,2,HAM,163
2022,2,SAH,149
2022,2,SAA,111
2022,2,MVP,100
2022,2,RHL,67
2022,2,BRE,21
2022,3,NRW,1045
2022,3,BAW,663
2022,3,NIS,628
2022,3,HES,568
2022,3,BAY,547
2022,3,SAC,468
2022,3,BBB,323
2022,3,SLH,270
2022,3,RHP,209
2022,3,THÜ,186
2022,3,HAM,163
2022,3,SAH,149
2022,3,SAA,112
2022,3,MVP,100
2022,3,RHL,67
2022,3,BRE,21
2022,4,NRW,1045
2022,4,BAW,672
2022,4,NIS,628
2022,4,HES,570
2022,4,BAY,547
2022,4,SAC,468
2022,4,BBB,323
2022,4,SLH,270
2022,4,RHP,223
2022,4,THÜ,186
2022,4,HAM,163
2022,4,SAH,149
2022,4,SAA,112
2022,4,MVP,100
2022,4,RHL,67
2022,4,BRE,21
2022,5,NRW,1049
2022,5,BAW,711
2022,5,NIS,628
2022,5,HES,570
2022,5,BAY,547
2022,5,SAC,482
2022,5,BBB,324
2022,5,SLH,270
2022,5,RHP,222
2022,5,THÜ,192
2022,5,HAM,163
2022,5,SAH,149
2022,5,SAA,113
2022,5,MVP,101
2022,5,RHL,67
2022,5,BRE,21
2022,6,NRW,1090
2022,6,BAW,728
2022,6,NIS,628
2022,6,HES,570
2022,6,BAY,547
2022,6,SAC,493
2022,6,BBB,324
2022,6,SLH,270
2022,6,RHP,223
2022,6,THÜ,196
2022,6,HAM,163
2022,6,SAH,149
2022,6,SAA,113
2022,6,MVP,101
2022,6,RHL,67
2022,6,BRE,21
2022,7,NRW,1090
2022,7,BAW,731
2022,7,NIS,629
2022,7,HES,570
2022,7,BAY,547
2022,7,SAC,493
2022,7,BBB,324
2022,7,SLH,270
2022,7,RHP,223
2022,7,THÜ,196
2022,7,HAM,163
2022,7,SAH,149
2022,7,SAA,113
2022,7,MVP,101
2022,7,RHL,67
2022,7,BRE,21
2022,8,NRW,1091
2022,8,BAW,731
2022,8,NIS,640
2022,8,BAY,615
2022,8,HES,570
2022,8,SAC,493
2022,8,BBB,324
2022,8,SLH,270
2022,8,RHP,223
2022,8,THÜ,196
2022,8,HAM,163
2022,8,SAH,149
2022,8,SAA,113
2022,8,MVP,101
2022,8,RHL,67
2022,8,BRE,21
2022,9,NRW,1092
2022,9,BAW,731
2022,9,NIS,645
2022,9,BAY,615
2022,9,HES,570
2022,9,SAC,493
2022,9,BBB,324
2022,9,SLH,275
2022,9,RHP,223
2022,9,THÜ,196
2022,9,HAM,163
2022,9,SAH,149
2022,9,SAA,113
2022,9,MVP,101
2022,9,RHL,67
2022,9,BRE,21
2022,10,NRW,1091
2022,10,BAW,731
2022,10,NIS,663
2022,10,BAY,615
2022,10,HES,572
2022,10,SAC,493
2022,10,BBB,324
2022,10,SLH,276
2022,10,RHP,223
2022,10,THÜ,204
2022,10,HAM,163
2022,10,SAH,149
2022,10,SAA,115
2022,10,MVP,101
2022,10,RHL,68
2022,10,BRE,21
2022,11,NRW,1091
2022,11,BAW,744
2022,11,NIS,666
2022,11,HES,657
2022,11,BAY,615
2022,11,SAC,512
2022,11,BBB,330
2022,11,SLH,296
2022,11,RHP,230
2022,11,THÜ,204
2022,11,HAM,163
2022,11,SAH,156
2022,11,SAA,115
2022,11,MVP,103
2022,11,RHL,68
2022,11,BRE,21
2022,12,NRW,1204
2022,12,BAW,789
2022,12,NIS,707
2022,12,HES,661
2022,12,BAY,615
2022,12,SAC,513
2022,12,BBB,349
2022,12,SLH,296
2022,12,RHP,230
2022,12,THÜ,210
2022,12,HAM,163
2022,12,SAH,157
2022,12,SAA,115
2022,12,MVP,103
2022,12,RHL,72
2022,12,BRE,21
2022,13,NRW,1204
2022,13,BAW,838
2022,13,NIS,761
2022,13,HES,672
2022,13,BAY,615
2022,13,SAC,533
2022,13,BBB,371
2022,13,SLH,296
2022,13,RHP,230
2022,13,THÜ,210
2022,13,HAM,163
2022,13,SAH,157
2022,13,SAA,115
2022,13,MVP,103
2022,13,RHL,72
2022,13,BRE,32
2022,14,NRW,1227
2022,14,BAW,856
2022,14,HES,768
2022,14,NIS,761
2022,14,BAY,620
2022,14,SAC,533
2022,14,BBB,371
2022,14,SLH,296
2022,14,RHP,235
2022,14,THÜ,215
2022,14,HAM,164
2022,14,SAH,157
2022,14,SAA,115
2022,14,MVP,103
2022,14,RHL,83
2022,14,BRE,32
2022,15,NRW,1227
2022,15,BAW,856
2022,15,HES,768
2022,15,NIS,761
2022,15,BAY,620
2022,15,SAC,537
2022,15,BBB,371
2022,15,SLH,296
2022,15,RHP,242
2022,15,THÜ,215
2022,15,HAM,164
2022,15,SAH,157
2022,15,SAA,115
2022,15,MVP,103
2022,15,RHL,83
2022,15,BRE,32
2022,16,NRW,1227
2022,16,BAW,857
2022,16,HES,768
2022,16,NIS,760
2022,16,BAY,620
2022,16,SAC,537
2022,16,BBB,371
2022,16,SLH,296
2022,16,RHP,242
2022,16,THÜ,215
2022,16,HAM,165
2022,16,SAH,157
2022,16,SAA,115
2022,16,MVP,103
2022,16,RHL,83
2022,16,BRE,32
2022,17,NRW,1227
2022,17,BAW,858
2022,17,HES,768
2022,17,NIS,761
2022,17,BAY,620
2022,17,SAC,537
2022,17,BBB,371
2022,17,SLH,296
2022,17,RHP,242
2022,17,THÜ,215
2022,17,HAM,165
2022,17,SAH,157
2022,17,SAA,122
2022,17,MVP,103
2022,17,RHL,83
2022,17,BRE,32
2022,18,NRW,1226
2022,18,BAW,860
2022,18,HES,826
2022,18,NIS,761
2022,18,BAY,651
2022,18,SAC,539
2022,18,BBB,381
2022,18,SLH,296
2022,18,RHP,242
2022,18,THÜ,222
2022,18,HAM,165
2022,18,SAH,157
2022,18,SAA,122
2022,18,MVP,109
2022,18,RHL,83
2022,18,BRE,32
2022,19,NRW,1253
2022,19,BAW,880
2022,19,NIS,844
2022,19,HES,832
2022,19,BAY,655
2022,19,SAC,567
2022,19,BBB,394
2022,19,SLH,304
2022,19,RHP,243
2022,19,THÜ,222
2022,19,HAM,166
2022,19,SAH,157
2022,19,SAA,128
2022,19,MVP,109
2022,19,RHL,83
2022,19,BRE,32
2022,20,NRW,1253
2022,20,BAW,880
2022,20,NIS,852
2022,20,HES,832
2022,20,BAY,783
2022,20,SAC,568
2022,20,BBB,403
2022,20,SLH,304
2022,20,RHP,243
2022,20,THÜ,223
2022,20,HAM,166
2022,20,SAH,157
2022,20,SAA,130
2022,20,MVP,109
2022,20,RHL,83
2022,20,BRE,32
2022,21,NRW,1253
2022,21,BAW,881
2022,21,NIS,863
2022,21,HES,832
2022,21,BAY,809
2022,21,SAC,568
2022,21,BBB,409
2022,21,SLH,304
2022,21,RHP,243
2022,21,THÜ,226
2022,21,HAM,166
2022,21,SAH,160
2022,21,SAA,130
2022,21,MVP,109
2022,21,RHL,102
2022,21,BRE,32
2022,22,NRW,1253
2022,22,BAW,881
2022,22,NIS,871
2022,22,HES,832
2022,22,BAY,803
2022,22,SAC,573
2022,22,BBB,411
2022,22,SLH,308
2022,22,RHP,243
2022,22,THÜ,226
2022,22,HAM,197
2022,22,SAH,160
2022,22,SAA,130
2022,22,MVP,109
2022,22,RHL,102
2022,22,BRE,32
2022,23,NRW,1252
2022,23,BAW,881
2022,23,NIS,871
2022,23,HES,833
2022,23,BAY,790
2022,23,SAC,573
2022,23,BBB,411
2022,23,SLH,308
2022,23,RHP,246
2022,23,THÜ,226
2022,23,HAM,197
2022,23,SAH,160
2022,23,SAA,130
2022,23,MVP,109
2022,23,RHL,102
2022,23,BRE,32
2022,24,NRW,1389
2022,24,NIS,929
2022,24,BAW,888
2022,24,HES,834
2022,24,BAY,788
2022,24,SAC,577
2022,24,BBB,411
2022,24,SLH,308
2022,24,THÜ,247
2022,24,RHP,247
2022,24,HAM,197
2022,24,SAH,175
2022,24,SAA,127
2022,24,MVP,109
2022,24,RHL,102
2022,24,BRE,32
2022,25,NRW,1427
2022,25,NIS,958
2022,25,BAW,888
2022,25,HES,839
2022,25,BAY,784
2022,25,SAC,577
2022,25,BBB,432
2022,25,SLH,326
2022,25,THÜ,261
2022,25,RHP,248
2022,25,HAM,202
2022,25,SAH,175
2022,25,SAA,127
2022,25,MVP,109
2022,25,RHL,102
2022,25,BRE,32
2022,26,NRW,1373
2022,26,NIS,987
2022,26,BAW,888
2022,26,HES,842
2022,26,BAY,786
2022,26,SAC,577
2022,26,BBB,432
2022,26,SLH,320
2022,26,THÜ,282
2022,26,RHP,247
2022,26,HAM,203
2022,26,SAH,175
2022,26,SAA,127
2022,26,MVP,109
2022,26,RHL,102
2022,26,BRE,33
2022,27,NRW,1113
2022,27,NIS,719
2022,27,HES,697
2022,27,BAW,692
2022,27,BAY,619
2022,27,SAC,483
2022,27,BBB,382
2022,27,THÜ,247
2022,27,SLH,239
2022,27,HAM,199
2022,27,RHP,171
2022,27,SAH,132
2022,27,RHL,95
2022,27,SAA,94
2022,27,MVP,90
2022,27,BRE,22
2022,28,NRW,1113
2022,28,NIS,781
2022,28,HES,713
2022,28,BAW,692
2022,28,BAY,617
2022,28,SAC,500
2022,28,BBB,382
2022,28,THÜ,247
2022,28,SLH,239
2022,28,RHP,229
2022,28,HAM,200
2022,28,SAH,137
2022,28,SAA,103
2022,28,RHL,95
2022,28,MVP,90
2022,28,BRE,22
2022,29,NRW,1116
2022,29,NIS,780
2022,29,HES,715
2022,29,BAW,701
2022,29,BAY,681
2022,29,SAC,499
2022,29,BBB,381
2022,29,THÜ,246
2022,29,SLH,239
2022,29,RHP,212
2022,29,HAM,198
2022,29,SAH,137
2022,29,SAA,122
2022,29,RHL,95
2022,29,MVP,90
2022,29,BRE,22
2022,30,NRW,1122
2022,30,NIS,781
2022,30,HES,718
2022,30,BAW,700
2022,30,BAY,689
2022,30,SAC,500
2022,30,BBB,382
2022,30,THÜ,246
2022,30,SLH,239
2022,30,RHP,210
2022,30,HAM,199
2022,30,SAH,137
2022,30,SAA,122
2022,30,RHL,95
2022,30,MVP,90
2022,30,BRE,22
2022,31,NRW,1122
2022,31,NIS,781
2022,31,HES,728
2022,31,BAW,700
2022,31,BAY,689
2022,31,SAC,500
2022,31,BBB,382
2022,31,THÜ,246
2022,31,SLH,239
2022,31,RHP,210
2022,31,HAM,199
2022,31,SAH,137
2022,31,SAA,122
2022,31,RHL,95
2022,31,MVP,90
2022,31,BRE,22
